z_over_c,WSS
0.00000000,2.57030853
0.00325682,20.20932904
0.01270780,26.97397805
0.02753590,27.04473429
0.04234117,26.11004901
0.05616098,31.76814491
0.07056480,35.03551990
0.08510853,36.45083132
0.09926896,37.04485646
0.11341887,35.92343317
0.12810577,33.24700493
0.14282884,27.38091973
0.15769207,24.92410124
0.17244747,22.91663422
0.18757463,21.63710398
0.20294611,20.75679401
0.21805071,20.30899408
0.23313445,21.15119291
0.24823185,22.22209013
0.26339618,21.83249270
0.27852379,22.61219347
0.29358345,21.19835993
0.30866787,22.14637692
0.32377362,21.29723383
0.33886543,21.65054720
0.35386803,21.40139828
0.36890882,23.59152755
0.38395100,20.63855974
0.39888151,21.43083759
0.41381116,18.48459226
0.42896144,17.51444076
0.44421926,17.01151819
0.45938451,17.20660804
0.47457590,16.08826698
0.48978219,15.74269274
0.50511555,15.81199218
0.52030921,15.83408496
0.53521320,15.79614963
0.55040281,15.37746327
0.56575974,14.79857039
0.58096634,14.34931757
0.59612772,14.57988706
0.61136970,15.84735888
0.62640980,14.16117346
0.64151131,13.46941200
0.65686116,13.34550192
0.67206858,13.47841513
0.68752866,13.53407507
0.70266883,13.70516602
0.71760927,12.51606133
0.73289969,11.78391963
0.74813196,12.57616243
0.76331901,13.02744986
0.77847235,12.77371391
0.79359002,13.65496061
0.80873181,11.77852576
0.82393637,11.14161002
0.83928188,11.07660393
0.85424451,11.02073615
0.86934112,11.01840724
0.88479218,11.07765656
0.90017218,11.21642915
0.91508687,10.60617295
0.93007188,10.09741919
0.94550875,9.75146988
0.96058840,10.07220293
0.97450509,9.05501664
0.98711293,11.62387680
0.99465324,1.24763263
0.99787585,3.25222592
1.00000000,0.73498287
